 initial abundance for selected isotopes
 2597   0.00000E+00  XE182
 2598   0.00000E+00  CS106
 2599   0.00000E+00  CS107
 2600   0.00000E+00  CS108
 2601   0.00000E+00  CS109
 2602   0.00000E+00  CS110
 2603   0.00000E+00  CS111
 2604   0.00000E+00  CS112
 2605   0.00000E+00  CS113
 2606   0.00000E+00  CS114
 2607   0.00000E+00  CS115
 2608   0.00000E+00  CS116
 2609   0.00000E+00  CS117
 2610   0.00000E+00  CS118
 2611   0.00000E+00  CS119
 2612   0.00000E+00  CS120
 2613   0.00000E+00  CS121
 2614   0.00000E+00  CS122
 2615   4.12858E-24  CS123
 2616   1.71250E-21  CS124
 2617   9.14856E-19  CS125
 2618   1.91726E-17  CS126
 2619   1.97300E-15  CS127
 2620   3.14568E-16  CS128
 2621   1.20062E-13  CS129
 2622   4.09682E-14  CS130
 2623   6.70574E-12  CS131
 2624   7.85806E-13  CS132
 2625   1.46649E-10  CS133
 2626   1.26639E-11  CS134
 2627   4.70842E-10  CS135
 2628   2.03137E-11  CS136
 2629   1.61510E-10  CS137
 2630   1.37725E-18  CS138
 2631   2.44736E-23  CS139
 2632   0.00000E+00  CS140
 2633   0.00000E+00  CS141
 2634   0.00000E+00  CS142
 2635   0.00000E+00  CS143
 2636   0.00000E+00  CS144
 2637   0.00000E+00  CS145
 2638   0.00000E+00  CS146
 2639   0.00000E+00  CS147
 2640   0.00000E+00  CS148
 2641   0.00000E+00  CS149
 2642   0.00000E+00  CS150
 2643   0.00000E+00  CS151
 2644   0.00000E+00  CS152
 2645   0.00000E+00  CS153
 2646   0.00000E+00  CS154
 2647   0.00000E+00  CS155
 2648   0.00000E+00  CS156
 2649   0.00000E+00  CS157
 2650   0.00000E+00  CS158
 2651   0.00000E+00  CS159
 2652   0.00000E+00  CS160
 2653   0.00000E+00  CS161
 2654   0.00000E+00  CS162
 2655   0.00000E+00  CS163
 2656   0.00000E+00  CS164
 2657   0.00000E+00  CS165
 2658   0.00000E+00  CS166
 2659   0.00000E+00  CS167
 2660   0.00000E+00  CS168
 2661   0.00000E+00  CS169
 2662   0.00000E+00  CS170
 2663   0.00000E+00  CS171
 2664   0.00000E+00  CS172
 2665   0.00000E+00  CS173
 2666   0.00000E+00  CS174
 2667   0.00000E+00  CS175
 2668   0.00000E+00  CS176
 2669   0.00000E+00  CS177
 2670   0.00000E+00  CS178
 2671   0.00000E+00  CS179
 2672   0.00000E+00  CS180
 2673   0.00000E+00  CS181
 2674   0.00000E+00  CS182
 2675   0.00000E+00  CS183
 2676   0.00000E+00  CS184
 2677   0.00000E+00  CS185
 2678   0.00000E+00  BA108
 2679   0.00000E+00  BA109
 2680   0.00000E+00  BA110
 2681   0.00000E+00  BA111
 2682   0.00000E+00  BA112
 2683   0.00000E+00  BA113
 2684   0.00000E+00  BA114
 2685   0.00000E+00  BA115
 2686   0.00000E+00  BA116
 2687   0.00000E+00  BA117
 2688   0.00000E+00  BA118
 2689   0.00000E+00  BA119
 2690   0.00000E+00  BA120
 2691   0.00000E+00  BA121
 2692   0.00000E+00  BA122
 2693   0.00000E+00  BA123
 2694   3.61958E-20  BA124
 2695   1.16866E-20  BA125
 2696   1.22829E-15  BA126
 2697   3.12095E-16  BA127
 2698   3.14712E-14  BA128
 2699   1.26009E-14  BA129
 2700   3.85841E-13  BA130
 2701   1.44466E-13  BA131
 2702   6.72362E-12  BA132
 2703   1.62140E-12  BA133
 2704   3.03101E-10  BA134
 2705   3.11803E-11  BA135
 2706   4.37624E-09  BA136
 2707   3.60897E-10  BA137
 2708   2.06478E-08  BA138
 2709   2.94432E-15  BA139
 2710   3.50529E-15  BA140
 2711   2.64475E-22  BA141
 2712   1.07918E-25  BA142
 2713   0.00000E+00  BA143
 2714   0.00000E+00  BA144
 2715   0.00000E+00  BA145
 2716   0.00000E+00  BA146
 2717   0.00000E+00  BA147
 2718   0.00000E+00  BA148
 2719   0.00000E+00  BA149
 2720   0.00000E+00  BA150
 2721   0.00000E+00  BA151
 2722   0.00000E+00  BA152
 2723   0.00000E+00  BA153
 2724   0.00000E+00  BA154
 2725   0.00000E+00  BA155
 2726   0.00000E+00  BA156
 2727   0.00000E+00  BA157
 2728   0.00000E+00  BA158
 2729   0.00000E+00  BA159
 2730   0.00000E+00  BA160
 2731   0.00000E+00  BA161
 2732   0.00000E+00  BA162
 2733   0.00000E+00  BA163
 2734   0.00000E+00  BA164
 2735   0.00000E+00  BA165
 2736   0.00000E+00  BA166
 2737   0.00000E+00  BA167
 2738   0.00000E+00  BA168
 2739   0.00000E+00  BA169
 2740   0.00000E+00  BA170
 2741   0.00000E+00  BA171
 2742   0.00000E+00  BA172
 2743   0.00000E+00  BA173
 2744   0.00000E+00  BA174
 2745   0.00000E+00  BA175
 2746   0.00000E+00  BA176
 2747   0.00000E+00  BA177
 2748   0.00000E+00  BA178
 2749   0.00000E+00  BA179
 2750   0.00000E+00  BA180
 2751   0.00000E+00  BA181
 2752   0.00000E+00  BA182
 2753   0.00000E+00  BA183
 2754   0.00000E+00  BA184
 2755   0.00000E+00  BA185
 2756   0.00000E+00  BA186
 2757   0.00000E+00  BA187
 2758   0.00000E+00  BA188
 2759   0.00000E+00  BA189
 2760   0.00000E+00  LA110
 2761   0.00000E+00  LA111
 2762   0.00000E+00  LA112
 2763   0.00000E+00  LA113
 2764   0.00000E+00  LA114
 2765   0.00000E+00  LA115
 2766   0.00000E+00  LA116
 2767   0.00000E+00  LA117
 2768   0.00000E+00  LA118
 2769   0.00000E+00  LA119
 2770   0.00000E+00  LA120
 2771   0.00000E+00  LA121
 2772   0.00000E+00  LA122
 2773   0.00000E+00  LA123
 2774   0.00000E+00  LA124
 2775   0.00000E+00  LA125
 2776   0.00000E+00  LA126
 2777   8.15605E-26  LA127
 2778   1.22076E-25  LA128
 2779   1.03908E-21  LA129
 2780   1.69477E-18  LA130
 2781   2.41308E-17  LA131
 2782   8.19156E-17  LA132
 2783   4.02396E-15  LA133
 2784   1.16753E-15  LA134
 2785   6.29239E-13  LA135
 2786   3.05893E-13  LA136
 2787   3.78896E-11  LA137
 2788   1.41303E-11  LA138
 2789   2.29998E-09  LA139
 2790   5.82390E-15  LA140
 2791   4.35139E-16  LA141
 2792   3.38100E-22  LA142
 2793   4.00642E-24  LA143
 2794   0.00000E+00  LA144
 2795   0.00000E+00  LA145
 2796   0.00000E+00  LA146
 2797   0.00000E+00  LA147
 2798   0.00000E+00  LA148
 2799   0.00000E+00  LA149
 2800   0.00000E+00  LA150
 2801   0.00000E+00  LA151
 2802   0.00000E+00  LA152
 2803   0.00000E+00  LA153
 2804   0.00000E+00  LA154
 2805   0.00000E+00  LA155
 2806   0.00000E+00  LA156
 2807   0.00000E+00  LA157
 2808   0.00000E+00  LA158
 2809   0.00000E+00  LA159
 2810   0.00000E+00  LA160
 2811   0.00000E+00  LA161
 2812   0.00000E+00  LA162
 2813   0.00000E+00  LA163
 2814   0.00000E+00  LA164
 2815   0.00000E+00  LA165
 2816   0.00000E+00  LA166
 2817   0.00000E+00  LA167
 2818   0.00000E+00  LA168
 2819   0.00000E+00  LA169
 2820   0.00000E+00  LA170
 2821   0.00000E+00  LA171
 2822   0.00000E+00  LA172
 2823   0.00000E+00  LA173
 2824   0.00000E+00  LA174
 2825   0.00000E+00  LA175
 2826   0.00000E+00  LA176
 2827   0.00000E+00  LA177
 2828   0.00000E+00  LA178
 2829   0.00000E+00  LA179
 2830   0.00000E+00  LA180
 2831   0.00000E+00  LA181
 2832   0.00000E+00  LA182
 2833   0.00000E+00  LA183
 2834   0.00000E+00  LA184
 2835   0.00000E+00  LA185
 2836   0.00000E+00  LA186
 2837   0.00000E+00  LA187
 2838   0.00000E+00  LA188
 2839   0.00000E+00  LA189
 2840   0.00000E+00  LA190
 2841   0.00000E+00  LA191
 2842   0.00000E+00  LA192
 2843   0.00000E+00  CE113
 2844   0.00000E+00  CE114
 2845   0.00000E+00  CE115
 2846   0.00000E+00  CE116
 2847   0.00000E+00  CE117
 2848   0.00000E+00  CE118
 2849   0.00000E+00  CE119
 2850   0.00000E+00  CE120
 2851   0.00000E+00  CE121
 2852   0.00000E+00  CE122
 2853   0.00000E+00  CE123
 2854   0.00000E+00  CE124
 2855   0.00000E+00  CE125
 2856   0.00000E+00  CE126
 2857   0.00000E+00  CE127
 2858   0.00000E+00  CE128
 2859   0.00000E+00  CE129
 2860   4.12795E-18  CE130
 2861   9.65397E-19  CE131
 2862   5.14965E-16  CE132
 2863   3.13754E-16  CE133
 2864   4.37816E-15  CE134
 2865   3.12952E-15  CE135
 2866   1.14456E-13  CE136
 2867   2.99086E-14  CE137
 2868   1.34270E-11  CE138
 2869   7.38751E-12  CE139
 2870   4.46041E-09  CE140
 2871   8.35366E-14  CE141
 2872   4.72799E-12  CE142
 2873   8.46942E-17  CE143
 2874   1.83150E-14  CE144
 2875   3.49804E-21  CE145
 2876   2.33912E-22  CE146
 2877   0.00000E+00  CE147
 2878   0.00000E+00  CE148
 2879   0.00000E+00  CE149
 2880   0.00000E+00  CE150
 2881   0.00000E+00  CE151
 2882   0.00000E+00  CE152
 2883   0.00000E+00  CE153
 2884   0.00000E+00  CE154
 2885   0.00000E+00  CE155
 2886   0.00000E+00  CE156
 2887   0.00000E+00  CE157
 2888   0.00000E+00  CE158
 2889   0.00000E+00  CE159
 2890   0.00000E+00  CE160
 2891   0.00000E+00  CE161
 2892   0.00000E+00  CE162
 2893   0.00000E+00  CE163
 2894   0.00000E+00  CE164
 2895   0.00000E+00  CE165
 2896   0.00000E+00  CE166
 2897   0.00000E+00  CE167
 2898   0.00000E+00  CE168
 2899   0.00000E+00  CE169
 2900   0.00000E+00  CE170
 2901   0.00000E+00  CE171
 2902   0.00000E+00  CE172
 2903   0.00000E+00  CE173
 2904   0.00000E+00  CE174
 2905   0.00000E+00  CE175
 2906   0.00000E+00  CE176
 2907   0.00000E+00  CE177
 2908   0.00000E+00  CE178
 2909   0.00000E+00  CE179
 2910   0.00000E+00  CE180
 2911   0.00000E+00  CE181
 2912   0.00000E+00  CE182
 2913   0.00000E+00  CE183
 2914   0.00000E+00  CE184
 2915   0.00000E+00  CE185
 2916   0.00000E+00  CE186
 2917   0.00000E+00  CE187
 2918   0.00000E+00  CE188
 2919   0.00000E+00  CE189
 2920   0.00000E+00  CE190
 2921   0.00000E+00  CE191
 2922   0.00000E+00  CE192
 2923   0.00000E+00  CE193
 2924   0.00000E+00  CE194
 2925   0.00000E+00  CE195
 2926   0.00000E+00  PR115
 2927   0.00000E+00  PR116
 2928   0.00000E+00  PR117
 2929   0.00000E+00  PR118
 2930   0.00000E+00  PR119
 2931   0.00000E+00  PR120
 2932   0.00000E+00  PR121
 2933   0.00000E+00  PR122
 2934   0.00000E+00  PR123
 2935   0.00000E+00  PR124
 2936   0.00000E+00  PR125
 2937   0.00000E+00  PR126
 2938   0.00000E+00  PR127
 2939   0.00000E+00  PR128
 2940   0.00000E+00  PR129
 2941   0.00000E+00  PR130
 2942   0.00000E+00  PR131
 2943   0.00000E+00  PR132
 2944   5.35855E-24  PR133
 2945   6.57180E-21  PR134
 2946   7.02637E-20  PR135
 2947   2.16214E-18  PR136
 2948   4.46223E-17  PR137
 2949   7.05721E-17  PR138
 2950   4.10905E-14  PR139
 2951   1.47228E-13  PR140
 2952   3.13989E-10  PR141
 2953   9.03388E-14  PR142
 2954   2.38072E-12  PR143
 2955   9.29177E-17  PR144
 2956   1.76073E-15  PR145
 2957   1.03278E-21  PR146
 2958   1.18079E-21  PR147
 2959   0.00000E+00  PR148
 2960   0.00000E+00  PR149
 2961   0.00000E+00  PR150
 2962   0.00000E+00  PR151
 2963   0.00000E+00  PR152
 2964   0.00000E+00  PR153
 2965   0.00000E+00  PR154
 2966   0.00000E+00  PR155
 2967   0.00000E+00  PR156
 2968   0.00000E+00  PR157
 2969   0.00000E+00  PR158
 2970   0.00000E+00  PR159
 2971   0.00000E+00  PR160
 2972   0.00000E+00  PR161
 2973   0.00000E+00  PR162
 2974   0.00000E+00  PR163
 2975   0.00000E+00  PR164
 2976   0.00000E+00  PR165
 2977   0.00000E+00  PR166
 2978   0.00000E+00  PR167
 2979   0.00000E+00  PR168
 2980   0.00000E+00  PR169
 2981   0.00000E+00  PR170
 2982   0.00000E+00  PR171
 2983   0.00000E+00  PR172
 2984   0.00000E+00  PR173
 2985   0.00000E+00  PR174
 2986   0.00000E+00  PR175
 2987   0.00000E+00  PR176
 2988   0.00000E+00  PR177
 2989   0.00000E+00  PR178
 2990   0.00000E+00  PR179
 2991   0.00000E+00  PR180
 2992   0.00000E+00  PR181
 2993   0.00000E+00  PR182
 2994   0.00000E+00  PR183
 2995   0.00000E+00  PR184
 2996   0.00000E+00  PR185
 2997   0.00000E+00  PR186
 2998   0.00000E+00  PR187
 2999   0.00000E+00  PR188
 3000   0.00000E+00  PR189
 3001   0.00000E+00  PR190
 3002   0.00000E+00  PR191
 3003   0.00000E+00  PR192
 3004   0.00000E+00  PR193
 3005   0.00000E+00  PR194
 3006   0.00000E+00  PR195
 3007   0.00000E+00  PR196
 3008   0.00000E+00  PR197
 3009   0.00000E+00  PR198
 3010   0.00000E+00  ND118
 3011   0.00000E+00  ND119
 3012   0.00000E+00  ND120
 3013   0.00000E+00  ND121
 3014   0.00000E+00  ND122
 3015   0.00000E+00  ND123
 3016   0.00000E+00  ND124
 3017   0.00000E+00  ND125
 3018   0.00000E+00  ND126
 3019   0.00000E+00  ND127
 3020   0.00000E+00  ND128
 3021   0.00000E+00  ND129
 3022   0.00000E+00  ND130
 3023   0.00000E+00  ND131
 3024   0.00000E+00  ND132
 3025   0.00000E+00  ND133
 3026   8.35358E-22  ND134
 3027   7.26937E-21  ND135
 3028   7.98564E-18  ND136
 3029   6.34578E-18  ND137
 3030   3.15532E-16  ND138
 3031   3.53424E-16  ND139
 3032   8.81100E-14  ND140
 3033   1.43384E-13  ND141
 3034   1.71328E-09  ND142
 3035   4.80163E-12  ND143
 3036   5.75242E-11  ND144
 3037   9.09010E-14  ND145
 3038   2.65775E-11  ND146
 3039   1.72280E-15  ND147
 3040   2.47499E-12  ND148
 3041   7.36851E-18  ND149
 3042   3.04832E-14  ND150
 3043   3.58745E-19  ND151
 3044   2.63252E-20  ND152
 3045   0.00000E+00  ND153
 3046   0.00000E+00  ND154
 3047   0.00000E+00  ND155
 3048   0.00000E+00  ND156
 3049   0.00000E+00  ND157
 3050   0.00000E+00  ND158
 3051   0.00000E+00  ND159
 3052   0.00000E+00  ND160
 3053   0.00000E+00  ND161
 3054   0.00000E+00  ND162
 3055   0.00000E+00  ND163
 3056   0.00000E+00  ND164
 3057   0.00000E+00  ND165
 3058   0.00000E+00  ND166
 3059   0.00000E+00  ND167
 3060   0.00000E+00  ND168
 3061   0.00000E+00  ND169
 3062   0.00000E+00  ND170
 3063   0.00000E+00  ND171
 3064   0.00000E+00  ND172
 3065   0.00000E+00  ND173
 3066   0.00000E+00  ND174
 3067   0.00000E+00  ND175
 3068   0.00000E+00  ND176
 3069   0.00000E+00  ND177
 3070   0.00000E+00  ND178
 3071   0.00000E+00  ND179
 3072   0.00000E+00  ND180
 3073   0.00000E+00  ND181
 3074   0.00000E+00  ND182
 3075   0.00000E+00  ND183
 3076   0.00000E+00  ND184
 3077   0.00000E+00  ND185
 3078   0.00000E+00  ND186
 3079   0.00000E+00  ND187
 3080   0.00000E+00  ND188
 3081   0.00000E+00  ND189
 3082   0.00000E+00  ND190
 3083   0.00000E+00  ND191
 3084   0.00000E+00  ND192
 3085   0.00000E+00  ND193
 3086   0.00000E+00  ND194
 3087   0.00000E+00  ND195
 3088   0.00000E+00  ND196
 3089   0.00000E+00  ND197
 3090   0.00000E+00  ND198
 3091   0.00000E+00  ND199
 3092   0.00000E+00  ND200
 3093   0.00000E+00  ND201
 3094   0.00000E+00  PM120
 3095   0.00000E+00  PM121
 3096   0.00000E+00  PM122
 3097   0.00000E+00  PM123
 3098   0.00000E+00  PM124
 3099   0.00000E+00  PM125
 3100   0.00000E+00  PM126
 3101   0.00000E+00  PM127
 3102   0.00000E+00  PM128
 3103   0.00000E+00  PM129
 3104   0.00000E+00  PM130
 3105   0.00000E+00  PM131
 3106   0.00000E+00  PM132
 3107   0.00000E+00  PM133
 3108   0.00000E+00  PM134
 3109   0.00000E+00  PM135
 3110   0.00000E+00  PM136
 3111   0.00000E+00  PM137
 3112   0.00000E+00  PM138
 3113   2.12473E-24  PM139
 3114   4.30083E-21  PM140
 3115   2.44345E-18  PM141
 3116   1.43907E-16  PM142
 3117   1.26943E-11  PM143
 3118   1.70113E-13  PM144
 3119   2.79050E-13  PM145
 3120   1.53104E-15  PM146
 3121   2.37666E-13  PM147
 3122   1.56220E-16  PM148
 3123   2.96356E-14  PM149
 3124   1.56150E-18  PM150
 3125   6.70890E-16  PM151
 3126   4.85241E-20  PM152
 3127   1.39062E-20  PM153
 3128   4.25922E-25  PM154
 3129   0.00000E+00  PM155
 3130   0.00000E+00  PM156
 3131   0.00000E+00  PM157
 3132   0.00000E+00  PM158
 3133   0.00000E+00  PM159
 3134   0.00000E+00  PM160
 3135   0.00000E+00  PM161
 3136   0.00000E+00  PM162
 3137   0.00000E+00  PM163
 3138   0.00000E+00  PM164
 3139   0.00000E+00  PM165
 3140   0.00000E+00  PM166
 3141   0.00000E+00  PM167
 3142   0.00000E+00  PM168
 3143   0.00000E+00  PM169
 3144   0.00000E+00  PM170
 3145   0.00000E+00  PM171
 3146   0.00000E+00  PM172
 3147   0.00000E+00  PM173
 3148   0.00000E+00  PM174
 3149   0.00000E+00  PM175
 3150   0.00000E+00  PM176
 3151   0.00000E+00  PM177
 3152   0.00000E+00  PM178
 3153   0.00000E+00  PM179
 3154   0.00000E+00  PM180
 3155   0.00000E+00  PM181
 3156   0.00000E+00  PM182
 3157   0.00000E+00  PM183
 3158   0.00000E+00  PM184
 3159   0.00000E+00  PM185
 3160   0.00000E+00  PM186
 3161   0.00000E+00  PM187
 3162   0.00000E+00  PM188
 3163   0.00000E+00  PM189
 3164   0.00000E+00  PM190
 3165   0.00000E+00  PM191
 3166   0.00000E+00  PM192
 3167   0.00000E+00  PM193
 3168   0.00000E+00  PM194
 3169   0.00000E+00  PM195
 3170   0.00000E+00  PM196
 3171   0.00000E+00  PM197
 3172   0.00000E+00  PM198
 3173   0.00000E+00  PM199
 3174   0.00000E+00  PM200
 3175   0.00000E+00  PM201
 3176   0.00000E+00  PM202
 3177   0.00000E+00  PM203
 3178   0.00000E+00  PM204
 3179   0.00000E+00  PM205
 3180   0.00000E+00  SM123
 3181   0.00000E+00  SM124
 3182   0.00000E+00  SM125
 3183   0.00000E+00  SM126
 3184   0.00000E+00  SM127
 3185   0.00000E+00  SM128
 3186   0.00000E+00  SM129
 3187   0.00000E+00  SM130
 3188   0.00000E+00  SM131
 3189   0.00000E+00  SM132
 3190   0.00000E+00  SM133
 3191   0.00000E+00  SM134
 3192   0.00000E+00  SM135
 3193   0.00000E+00  SM136
 3194   0.00000E+00  SM137
 3195   0.00000E+00  SM138
 3196   0.00000E+00  SM139
 3197   6.55896E-21  SM140
 3198   2.30357E-19  SM141
 3199   8.04702E-16  SM142
 3200   2.62276E-16  SM143
 3201   2.85721E-11  SM144
 3202   7.65236E-13  SM145
 3203   1.79309E-12  SM146
 3204   3.11000E-14  SM147
 3205   5.73864E-12  SM148
 3206   4.22724E-15  SM149
 3207   3.09557E-12  SM150
 3208   7.48073E-16  SM151
 3209   4.80902E-12  SM152
 3210   2.75914E-15  SM153
 3211   3.17731E-12  SM154
 3212   5.21394E-16  SM155
 3213   3.47618E-15  SM156
 3214   2.30233E-20  SM157
 3215   1.70841E-22  SM158
 3216   0.00000E+00  SM159
 3217   0.00000E+00  SM160
 3218   0.00000E+00  SM161
 3219   0.00000E+00  SM162
 3220   0.00000E+00  SM163
 3221   0.00000E+00  SM164
 3222   0.00000E+00  SM165
 3223   0.00000E+00  SM166
 3224   0.00000E+00  SM167
 3225   0.00000E+00  SM168
 3226   0.00000E+00  SM169
 3227   0.00000E+00  SM170
 3228   0.00000E+00  SM171
 3229   0.00000E+00  SM172
 3230   0.00000E+00  SM173
 3231   0.00000E+00  SM174
 3232   0.00000E+00  SM175
 3233   0.00000E+00  SM176
 3234   0.00000E+00  SM177
 3235   0.00000E+00  SM178
 3236   0.00000E+00  SM179
 3237   0.00000E+00  SM180
 3238   0.00000E+00  SM181
 3239   0.00000E+00  SM182
 3240   0.00000E+00  SM183
 3241   0.00000E+00  SM184
 3242   0.00000E+00  SM185
 3243   0.00000E+00  SM186
 3244   0.00000E+00  SM187
 3245   0.00000E+00  SM188
 3246   0.00000E+00  SM189
 3247   0.00000E+00  SM190
 3248   0.00000E+00  SM191
 3249   0.00000E+00  SM192
 3250   0.00000E+00  SM193
 3251   0.00000E+00  SM194
 3252   0.00000E+00  SM195
 3253   0.00000E+00  SM196
 3254   0.00000E+00  SM197
 3255   0.00000E+00  SM198
 3256   0.00000E+00  SM199
 3257   0.00000E+00  SM200
 3258   0.00000E+00  SM201
 3259   0.00000E+00  SM202
 3260   0.00000E+00  SM203
 3261   0.00000E+00  SM204
 3262   0.00000E+00  SM205
 3263   0.00000E+00  SM206
 3264   0.00000E+00  SM207
 3265   0.00000E+00  SM208
 3266   0.00000E+00  EU125
 3267   0.00000E+00  EU126
 3268   0.00000E+00  EU127
 3269   0.00000E+00  EU128
 3270   0.00000E+00  EU129
 3271   0.00000E+00  EU130
 3272   0.00000E+00  EU131
 3273   0.00000E+00  EU132
 3274   0.00000E+00  EU133
 3275   0.00000E+00  EU134
 3276   0.00000E+00  EU135
 3277   0.00000E+00  EU136
 3278   0.00000E+00  EU137
 3279   0.00000E+00  EU138
 3280   0.00000E+00  EU139
 3281   0.00000E+00  EU140
 3282   0.00000E+00  EU141
 3283   0.00000E+00  EU142
 3284   5.95906E-24  EU143
 3285   1.07320E-20  EU144
 3286   2.35521E-14  EU145
 3287   5.21289E-15  EU146
 3288   2.15722E-15  EU147
 3289   2.15701E-16  EU148
 3290   4.63938E-13  EU149
 3291   1.55063E-15  EU150
 3292   6.09232E-13  EU151
 3293   4.53295E-15  EU152
 3294   4.48440E-12  EU153
 3295   4.61503E-14  EU154
 3296   2.65678E-12  EU155
 3297   5.85131E-15  EU156
 3298   5.40729E-14  EU157
 3299   2.29270E-18  EU158
 3300   4.37086E-18  EU159
 3301   2.81502E-26  EU160
 3302   0.00000E+00  EU161
 3303   0.00000E+00  EU162
 3304   0.00000E+00  EU163
 3305   0.00000E+00  EU164
 3306   0.00000E+00  EU165
 3307   0.00000E+00  EU166
 3308   0.00000E+00  EU167
 3309   0.00000E+00  EU168
 3310   0.00000E+00  EU169
 3311   0.00000E+00  EU170
 3312   0.00000E+00  EU171
 3313   0.00000E+00  EU172
 3314   0.00000E+00  EU173
 3315   0.00000E+00  EU174
 3316   0.00000E+00  EU175
 3317   0.00000E+00  EU176
 3318   0.00000E+00  EU177
 3319   0.00000E+00  EU178
 3320   0.00000E+00  EU179
 3321   0.00000E+00  EU180
 3322   0.00000E+00  EU181
 3323   0.00000E+00  EU182
 3324   0.00000E+00  EU183
 3325   0.00000E+00  EU184
 3326   0.00000E+00  EU185
 3327   0.00000E+00  EU186
 3328   0.00000E+00  EU187
 3329   0.00000E+00  EU188
 3330   0.00000E+00  EU189
 3331   0.00000E+00  EU190
 3332   0.00000E+00  EU191
 3333   0.00000E+00  EU192
 3334   0.00000E+00  EU193
 3335   0.00000E+00  EU194
 3336   0.00000E+00  EU195
 3337   0.00000E+00  EU196
 3338   0.00000E+00  EU197
 3339   0.00000E+00  EU198
 3340   0.00000E+00  EU199
 3341   0.00000E+00  EU200
 3342   0.00000E+00  EU201
 3343   0.00000E+00  EU202
 3344   0.00000E+00  EU203
 3345   0.00000E+00  EU204
 3346   0.00000E+00  EU205
 3347   0.00000E+00  EU206
 3348   0.00000E+00  EU207
 3349   0.00000E+00  EU208
 3350   0.00000E+00  EU209
 3351   0.00000E+00  EU210
 3352   0.00000E+00  EU211
 3353   0.00000E+00  GD128
 3354   0.00000E+00  GD129
 3355   0.00000E+00  GD130
 3356   0.00000E+00  GD131
 3357   0.00000E+00  GD132
 3358   0.00000E+00  GD133
 3359   0.00000E+00  GD134
 3360   0.00000E+00  GD135
 3361   0.00000E+00  GD136
 3362   0.00000E+00  GD137
 3363   0.00000E+00  GD138
 3364   0.00000E+00  GD139
 3365   0.00000E+00  GD140
 3366   0.00000E+00  GD141
 3367   0.00000E+00  GD142
 3368   0.00000E+00  GD143
 3369   4.05862E-25  GD144
 3370   2.37773E-20  GD145
 3371   8.10790E-15  GD146
 3372   1.69115E-15  GD147
 3373   4.94769E-17  GD148
 3374   3.91186E-16  GD149
 3375   3.88974E-13  GD150
 3376   1.16516E-14  GD151
 3377   8.07308E-12  GD152
 3378   1.01493E-13  GD153
 3379   3.86714E-11  GD154
 3380   6.99924E-13  GD155
 3381   3.93684E-11  GD156
 3382   2.99740E-13  GD157
 3383   9.13641E-12  GD158
 3384   6.44977E-15  GD159
 3385   2.50195E-12  GD160
 3386   6.30680E-17  GD161
 3387   1.26915E-18  GD162
 3388   1.44413E-27  GD163
 3389   0.00000E+00  GD164
 3390   0.00000E+00  GD165
 3391   0.00000E+00  GD166
 3392   0.00000E+00  GD167
 3393   0.00000E+00  GD168
 3394   0.00000E+00  GD169
 3395   0.00000E+00  GD170
 3396   0.00000E+00  GD171
 3397   0.00000E+00  GD172
 3398   0.00000E+00  GD173
 3399   0.00000E+00  GD174
 3400   0.00000E+00  GD175
 3401   0.00000E+00  GD176
 3402   0.00000E+00  GD177
 3403   0.00000E+00  GD178
 3404   0.00000E+00  GD179
 3405   0.00000E+00  GD180
 3406   0.00000E+00  GD181
 3407   0.00000E+00  GD182
 3408   0.00000E+00  GD183
 3409   0.00000E+00  GD184
 3410   0.00000E+00  GD185
 3411   0.00000E+00  GD186
 3412   0.00000E+00  GD187
 3413   0.00000E+00  GD188
 3414   0.00000E+00  GD189
 3415   0.00000E+00  GD190
 3416   0.00000E+00  GD191
 3417   0.00000E+00  GD192
 3418   0.00000E+00  GD193
 3419   0.00000E+00  GD194
 3420   0.00000E+00  GD195
 3421   0.00000E+00  GD196
 3422   0.00000E+00  GD197
 3423   0.00000E+00  GD198
 3424   0.00000E+00  GD199
 3425   0.00000E+00  GD200
 3426   0.00000E+00  GD201
 3427   0.00000E+00  GD202
 3428   0.00000E+00  GD203
 3429   0.00000E+00  GD204
 3430   0.00000E+00  GD205
 3431   0.00000E+00  GD206
 3432   0.00000E+00  GD207
 3433   0.00000E+00  GD208
 3434   0.00000E+00  GD209
 3435   0.00000E+00  GD210
 3436   0.00000E+00  GD211
 3437   0.00000E+00  GD212
 3438   0.00000E+00  GD213
 3439   0.00000E+00  GD214
 3440   0.00000E+00  TB130
 3441   0.00000E+00  TB131
 3442   0.00000E+00  TB132
 3443   0.00000E+00  TB133
 3444   0.00000E+00  TB134
 3445   0.00000E+00  TB135
 3446   0.00000E+00  TB136
 3447   0.00000E+00  TB137
 3448   0.00000E+00  TB138
 3449   0.00000E+00  TB139
 3450   0.00000E+00  TB140
 3451   0.00000E+00  TB141
 3452   0.00000E+00  TB142
 3453   0.00000E+00  TB143
 3454   0.00000E+00  TB144
 3455   0.00000E+00  TB145
 3456   0.00000E+00  TB146
 3457   3.11071E-25  TB147
 3458   3.74785E-23  TB148
 3459   3.33548E-26  TB149
 3460   7.37968E-24  TB150
 3461   3.70457E-18  TB151
 3462   2.57352E-18  TB152
 3463   2.37990E-13  TB153
 3464   2.05087E-14  TB154
 3465   6.46602E-12  TB155
 3466   4.56477E-13  TB156
 3467   1.31441E-11  TB157
 3468   4.21728E-13  TB158
 3469   5.14193E-12  TB159
 3470   3.56745E-14  TB160
